2026-02-25T11:06:34.049752,50,3.100346,22.21,1.999197e-05,11953,9831628800,9.8316,0.0286,
2026-02-25T11:07:19.591954,100,3.042409,20.96,1.998377e-05,16566,9832857600,9.8329,0.0412,
2026-02-25T11:08:04.982467,150,2.911910,18.39,1.997557e-05,19028,9834086400,9.8341,0.0538,
2026-02-25T11:08:49.292246,200,2.825856,16.88,1.996738e-05,20648,9835315200,9.8353,0.0661,
2026-02-25T11:09:33.978197,250,2.814243,16.68,1.995918e-05,21731,9836544000,9.8365,0.0785,
2026-02-25T11:10:18.696621,300,2.836710,17.06,1.995098e-05,22516,9837772800,9.8378,0.0910,
2026-02-25T11:11:04.324247,350,2.875944,17.74,1.994279e-05,23056,9839001600,9.8390,0.1036,
2026-02-25T11:11:49.039545,400,2.849614,17.28,1.993459e-05,23529,9840230400,9.8402,0.1161,
2026-02-25T11:12:33.981528,450,2.736772,15.44,1.992639e-05,23900,9841459200,9.8415,0.1285,
2026-02-25T11:13:19.407394,500,2.726943,15.29,1.991820e-05,24181,9842688000,9.8427,0.1412,
2026-02-25T11:13:23.770948,500,2.726943,15.29,1.991820e-05,23975,9842688000,9.8427,0.1424,3.001659
2026-02-25T11:14:12.367701,550,2.734730,15.41,1.991000e-05,24089,9843916800,9.8439,0.1559,
2026-02-25T11:14:56.803953,600,2.668466,14.42,1.990180e-05,24350,9845145600,9.8451,0.1682,
2026-02-25T11:15:41.200817,650,2.676362,14.53,1.989361e-05,24578,9846374400,9.8464,0.1805,
2026-02-25T11:16:24.356950,700,2.685188,14.66,1.988541e-05,24820,9847603200,9.8476,0.1925,
2026-02-25T11:17:08.231427,750,2.668266,14.41,1.987721e-05,25010,9848832000,9.8488,0.2047,
2026-02-25T11:17:52.072829,800,2.655170,14.23,1.986902e-05,25179,9850060800,9.8501,0.2169,
2026-02-25T11:18:35.915254,850,2.641287,14.03,1.986082e-05,25331,9851289600,9.8513,0.2291,
2026-02-25T11:19:19.869053,900,2.617170,13.70,1.985262e-05,25464,9852518400,9.8525,0.2413,
2026-02-25T11:20:03.051020,950,2.623681,13.79,1.984443e-05,25605,9853747200,9.8537,0.2533,
2026-02-25T11:20:46.432685,1000,2.777288,16.08,1.983623e-05,25729,9854976000,9.8550,0.2653,
2026-02-25T11:20:47.564858,1000,2.777288,16.08,1.983623e-05,25698,9854976000,9.8550,0.2656,3.010446
2026-02-25T11:22:08.520994,1050,2.852590,17.33,1.982803e-05,24877,9856204800,9.8562,0.2881,
2026-02-25T11:22:51.930096,1100,2.785457,16.21,1.981984e-05,25015,9857433600,9.8574,0.3002,
2026-02-25T11:23:35.313265,1150,2.786798,16.23,1.981164e-05,25143,9858662400,9.8587,0.3122,
2026-02-25T11:24:18.628763,1200,2.795902,16.38,1.980344e-05,25263,9859891200,9.8599,0.3243,
2026-02-25T11:25:02.050631,1250,2.782340,16.16,1.979525e-05,25372,9861120000,9.8611,0.3363,
2026-02-25T11:25:45.440491,1300,2.733309,15.38,1.978705e-05,25474,9862348800,9.8623,0.3484,
2026-02-25T11:26:28.729732,1350,2.705923,14.97,1.977885e-05,25571,9863577600,9.8636,0.3604,
2026-02-25T11:27:12.161895,1400,2.719445,15.17,1.977066e-05,25659,9864806400,9.8648,0.3725,
2026-02-25T11:27:55.479601,1450,2.663430,14.35,1.976246e-05,25744,9866035200,9.8660,0.3845,
2026-02-25T11:28:39.168624,1500,2.637332,13.98,1.975426e-05,25817,9867264000,9.8673,0.3966,
2026-02-25T11:28:40.299095,1500,2.637332,13.98,1.975426e-05,25796,9867264000,9.8673,0.3970,3.019699
2026-02-25T11:29:26.922397,1550,2.675563,14.52,1.974607e-05,25814,9868492800,9.8685,0.4099,
2026-02-25T11:30:10.358277,1600,2.700797,14.89,1.973787e-05,25885,9869721600,9.8697,0.4220,
2026-02-25T11:30:54.572848,1650,2.734052,15.40,1.972967e-05,25939,9870950400,9.8710,0.4343,
2026-02-25T11:31:37.834471,1700,2.714624,15.10,1.972148e-05,26005,9872179200,9.8722,0.4463,
2026-02-25T11:32:21.219669,1750,2.742854,15.53,1.971328e-05,26066,9873408000,9.8734,0.4583,
2026-02-25T11:33:04.894603,1800,2.803435,16.50,1.970508e-05,26119,9874636800,9.8746,0.4705,
2026-02-25T11:33:48.338238,1850,2.799405,16.43,1.969689e-05,26173,9875865600,9.8759,0.4825,
2026-02-25T11:34:31.589159,1900,2.719361,15.17,1.968869e-05,26228,9877094400,9.8771,0.4945,
2026-02-25T11:35:14.973587,1950,2.647614,14.12,1.968049e-05,26278,9878323200,9.8783,0.5066,
2026-02-25T11:35:58.395259,2000,2.725577,15.27,1.967230e-05,26325,9879552000,9.8796,0.5187,
2026-02-25T11:35:59.537555,2000,2.725577,15.27,1.967230e-05,26308,9879552000,9.8796,0.5190,3.022757
2026-02-25T11:37:22.208754,2050,2.747189,15.60,1.966410e-05,25824,9880780800,9.8808,0.5419,
2026-02-25T11:38:05.584286,2100,2.720482,15.19,1.965590e-05,25878,9882009600,9.8820,0.5540,
2026-02-25T11:38:48.960935,2150,2.727307,15.29,1.964771e-05,25930,9883238400,9.8832,0.5660,
2026-02-25T11:39:32.525644,2200,2.717277,15.14,1.963951e-05,25978,9884467200,9.8845,0.5781,
2026-02-25T11:40:15.700477,2250,2.729333,15.32,1.963131e-05,26028,9885696000,9.8857,0.5901,
2026-02-25T11:40:59.148376,2300,2.664950,14.37,1.962312e-05,26073,9886924800,9.8869,0.6022,
2026-02-25T11:41:42.526119,2350,2.664674,14.36,1.961492e-05,26118,9888153600,9.8882,0.6142,
2026-02-25T11:42:25.875104,2400,2.655057,14.23,1.960672e-05,26161,9889382400,9.8894,0.6263,
2026-02-25T11:43:09.336630,2450,2.605135,13.53,1.959852e-05,26201,9890611200,9.8906,0.6384,
2026-02-25T11:43:52.730443,2500,2.636726,13.97,1.959033e-05,26240,9891840000,9.8918,0.6504,
2026-02-25T11:43:53.861010,2500,2.636726,13.97,1.959033e-05,26227,9891840000,9.8918,0.6507,3.029388
2026-02-25T11:44:40.683542,2550,2.640672,14.02,1.958213e-05,26227,9893068800,9.8931,0.6637,
2026-02-25T11:45:24.200891,2600,2.637303,13.98,1.957393e-05,26263,9894297600,9.8943,0.6758,
2026-02-25T11:46:07.583849,2650,2.672126,14.47,1.956574e-05,26299,9895526400,9.8955,0.6879,
2026-02-25T11:46:51.026661,2700,2.712391,15.07,1.955754e-05,26334,9896755200,9.8968,0.6999,
2026-02-25T11:47:34.405801,2750,2.692282,14.77,1.954934e-05,26367,9897984000,9.8980,0.7120,
2026-02-25T11:48:17.843948,2800,2.657251,14.26,1.954115e-05,26399,9899212800,9.8992,0.7241,
2026-02-25T11:49:01.299212,2850,2.545457,12.75,1.953295e-05,26430,9900441600,9.9004,0.7361,
2026-02-25T11:49:44.708747,2900,2.495854,12.13,1.952475e-05,26460,9901670400,9.9017,0.7482,
2026-02-25T11:50:28.149088,2950,2.570900,13.08,1.951656e-05,26489,9902899200,9.9029,0.7603,
2026-02-25T11:51:11.577598,3000,2.631883,13.90,1.950836e-05,26518,9904128000,9.9041,0.7723,
2026-02-25T11:51:12.709684,3000,2.631883,13.90,1.950836e-05,26507,9904128000,9.9041,0.7726,3.033818
2026-02-25T11:52:34.424723,3050,2.647326,14.12,1.950016e-05,26180,9905356800,9.9054,0.7953,
2026-02-25T11:53:17.817219,3100,2.647457,14.12,1.949197e-05,26211,9906585600,9.9066,0.8074,
2026-02-25T11:54:01.207744,3150,2.619704,13.73,1.948377e-05,26243,9907814400,9.9078,0.8194,
2026-02-25T11:54:44.535203,3200,2.563365,12.98,1.947557e-05,26273,9909043200,9.9090,0.8315,
2026-02-25T11:55:27.849642,3250,2.564520,12.99,1.946738e-05,26303,9910272000,9.9103,0.8435,
2026-02-25T11:56:11.834718,3300,2.588782,13.31,1.945918e-05,26326,9911500800,9.9115,0.8557,
2026-02-25T11:56:55.148654,3350,2.538517,12.66,1.945098e-05,26355,9912729600,9.9127,0.8678,
2026-02-25T11:57:38.340753,3400,2.496981,12.15,1.944279e-05,26383,9913958400,9.9140,0.8797,
2026-02-25T11:58:21.662846,3450,2.539864,12.68,1.943459e-05,26410,9915187200,9.9152,0.8918,
